Nstudy,Study,YearStudy,Age,Name,Forest.cov,MeanHabitat,BGroupOverall,BGroupBRealm,BGroupBiome,BGroupContIsla,nAi,nAk,Ai,Ak,RRR,nSi,nSk,Dissim,Sim_S_toOGF,Sor_in_OGF,RRS,StudyTaxa,Ntaxa,Taxa,Country,Continent_Island,Site,Biogeographic_realms,Nbiome,Biome,Mean_Longitude,Mean_Latitude,Mean_Elevation,Mean_Rainfall,Matrix_Means,Matrix,Ndist,Previous_Use,Methods,MeanMet,N,Gamma,List,Data,MeanData,Moist_Forest_specialist,p.ForSpec,InSpp,p.In,SDSpp,p.SD,GrSpp,p.Gr,PrSpp,p.Pr,PoSpp,p.Po,ScSpp,p.Sc,GzSpp,p.Gz
49,Dawson_etal,2011,20,49.Dawson_etal.2011.20,MSF,mean.Mt_Unu.Puene.Wamote,BirdsMSF,AustralasiaBirdsMSF,1.TropMoBirdsMSF,IslandBirdsMSF,3,3,40,52.67,-0.275166579,3,3,0.370,0.659,0.734,-0.108,25,3,Birds,Papua_New_Guinea,Island,Waria_Valley,Australasia,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,147,-7,78,3000,1,Continuous_Forest,1,CA,BML,Birds_MacKinnon_Lists,6,121,Yes,IRD,Index_of_Relative_Detectability,15,0.375,11,0.275,11,0.275,8,0.2,0,0,0,0,0,0,0,0
49,Dawson_etal,2011,20,49.Dawson_etal.2011.20,MSF,mean.Mt_Unu.Puene.Wamote,BirdsMSF,AustralasiaBirdsMSF,1.TropMoBirdsMSF,IslandBirdsMSF,3,3,40,52.67,-0.275166579,3,3,0.314,0.659,0.734,-0.108,25,3,Birds,Papua_New_Guinea,Island,Waria_Valley,Australasia,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,147,-7,50,3000,1,Continuous_Forest,1,CA,BML,Birds_MacKinnon_Lists,6,121,Yes,IRD,Index_of_Relative_Detectability,19,0.475,18,0.45,13,0.325,9,0.225,1,0.025,0,0,0,0,0,0
49,Dawson_etal,2011,20,49.Dawson_etal.2011.20,MSF,mean.Mt_Unu.Puene.Wamote,BirdsMSF,AustralasiaBirdsMSF,1.TropMoBirdsMSF,IslandBirdsMSF,3,3,40,52.67,-0.275166579,3,3,0.340,0.659,0.734,-0.108,25,3,Birds,Papua_New_Guinea,Island,Waria_Valley,Australasia,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,147,-7,15,3000,1,Continuous_Forest,1,CA,BML,Birds_MacKinnon_Lists,6,121,Yes,IRD,Index_of_Relative_Detectability,18,0.45,18,0.45,15,0.375,10,0.25,2,0.05,0,0,0,0,0,0
49,Dawson_etal,2011,NA,49.Dawson_etal.2011.NA,OGF,mean.Wiwo.Atai.Ewaga,BirdsOGF,AustralasiaBirdsOGF,1.TropMoBirdsOGF,IslandBirdsOGF,3,3,52.67,52.67,0,3,3,0.420,0.734,0.734,0.000,25,3,Birds,Papua_New_Guinea,Island,Waria_Valley,Australasia,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,147,-7,200,3000,1,Continuous_Forest,5,U,BML,Birds_MacKinnon_Lists,6,121,Yes,IRD,Index_of_Relative_Detectability,23,0.436681223,24,0.455667363,22,0.417695083,10,0.189861401,0,0,0,0,0,0,0,0
49,Dawson_etal,2011,NA,49.Dawson_etal.2011.NA,OGF,mean.Wiwo.Atai.Ewaga,BirdsOGF,AustralasiaBirdsOGF,1.TropMoBirdsOGF,IslandBirdsOGF,3,3,52.67,52.67,0,3,3,0.379,0.734,0.734,0.000,25,3,Birds,Papua_New_Guinea,Island,Waria_Valley,Australasia,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,147,-7,95,3000,1,Continuous_Forest,5,U,BML,Birds_MacKinnon_Lists,6,121,Yes,IRD,Index_of_Relative_Detectability,23,0.436681223,25,0.474653503,16,0.303778242,11,0.208847541,2,0.03797228,0,0,0,0,0,0
49,Dawson_etal,2011,NA,49.Dawson_etal.2011.NA,OGF,mean.Wiwo.Atai.Ewaga,BirdsOGF,AustralasiaBirdsOGF,1.TropMoBirdsOGF,IslandBirdsOGF,3,3,52.67,52.67,0,3,3,0.000,0.734,0.734,0.000,25,3,Birds,Papua_New_Guinea,Island,Waria_Valley,Australasia,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,147,-7,32,3000,1,Continuous_Forest,5,U,BML,Birds_MacKinnon_Lists,6,121,Yes,IRD,Index_of_Relative_Detectability,22,0.417695083,16,0.303778242,15,0.284792102,10,0.189861401,1,0.01898614,0,0,0,0,0,0
50,Gonzalez_etal,2012,6,50.Gonzalez_etal.2012.6,YSF,Acahuales_jovenes_AJ,BirdsYSF,NeotropicBirdsYSF,1.TropMoBirdsYSF,ContinentBirdsYSF,1,2,109,115,-0.053584246,NA,NA,NA,NA,NA,NA,26,3,Birds,Mexico,Continent,ejido_Ninos_Heroes_de_Chapultepec,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-91,17,500,2750,3,Mixed,1,CA,BPC,Birds_Point_Counts,4,218,No,R,Species_richness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,Gonzalez_etal,2012,15,50.Gonzalez_etal.2012.15,MSF,Acahuales_maduros_AM,BirdsMSF,NeotropicBirdsMSF,1.TropMoBirdsMSF,ContinentBirdsMSF,1,2,112,115,-0.026433257,NA,NA,NA,NA,NA,NA,26,3,Birds,Mexico,Continent,ejido_Ninos_Heroes_de_Chapultepec,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-91,17,500,2750,3,Mixed,1,CA,BPC,Birds_Point_Counts,4,218,No,R,Species_richness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,Gonzalez_etal,2012,NA,50.Gonzalez_etal.2012.NA,OGF,mean.Bosque_Relictual_Perenifolio_REAJ.REAM,BirdsOGF,NeotropicBirdsOGF,1.TropMoBirdsOGF,ContinentBirdsOGF,2,2,115,115,0,NA,NA,NA,NA,NA,NA,26,3,Birds,Mexico,Continent,ejido_Ninos_Heroes_de_Chapultepec,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-91,17,500,2750,3,Mixed,5,U,BPC,Birds_Point_Counts,4,218,No,R,Species_richness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,Gonzalez_etal,2012,NA,50.Gonzalez_etal.2012.NA,OGF,mean.Bosque_Relictual_Perenifolio_REAJ.REAM,BirdsOGF,NeotropicBirdsOGF,1.TropMoBirdsOGF,ContinentBirdsOGF,2,2,115,115,0,NA,NA,NA,NA,NA,NA,26,3,Birds,Mexico,Continent,ejido_Ninos_Heroes_de_Chapultepec,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-91,17,500,2750,3,Mixed,5,U,BPC,Birds_Point_Counts,4,218,No,R,Species_richness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Reid_etal,2012,7,51.Reid_etal.2012.7,YSF,mean.CO_Control_Passive_restoration.FI_Prescribed_fire,BirdsYSF,NeotropicBirdsYSF,1.TropMoBirdsYSF,ContinentBirdsYSF,2,1,114,135,-0.16907633,2,1,0.287,0.644,1.000,-0.440,27,3,Birds,Costa_Rica,Continent,Las_Cruces_Biological_Station,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-82,8,1100,4000,2,Fragmented,4,SB,BPC,Birds_Point_Counts,3,201,Yes,ADR,Average_Detection_Rate,28,0.245614035,75,0.657894737,38,0.333333333,7,0.061403509,5,0.043859649,11,0.096491228,1,0.00877193,0,0
51,Reid_etal,2012,7,51.Reid_etal.2012.7,YSF,mean.CO_Control_Passive_restoration.FI_Prescribed_fire,BirdsYSF,NeotropicBirdsYSF,1.TropMoBirdsYSF,ContinentBirdsYSF,2,1,114,135,-0.16907633,2,1,0.425,0.644,1.000,-0.440,27,3,Birds,Costa_Rica,Continent,Las_Cruces_Biological_Station,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-82,8,1100,4000,2,Fragmented,4,SB,BPC,Birds_Point_Counts,3,201,Yes,ADR,Average_Detection_Rate,8,0.070175439,48,0.421052632,22,0.192982456,7,0.061403509,4,0.035087719,8,0.070175439,2,0.01754386,0,0
51,Reid_etal,2012,50,51.Reid_etal.2012.50,OGF,FO_Old_growth_forest,BirdsOGF,NeotropicBirdsOGF,1.TropMoBirdsOGF,ContinentBirdsOGF,1,1,135,135,0,1,1,0.000,1.000,1.000,0.000,27,3,Birds,Costa_Rica,Continent,Las_Cruces_Biological_Station,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-82,8,1100,4000,2,Fragmented,5,U,BPC,Birds_Point_Counts,3,201,Yes,ADR,Average_Detection_Rate,38,0.281481481,77,0.57037037,36,0.266666667,8,0.059259259,7,0.051851852,6,0.044444444,1,0.007407407,0,0
52,VanBael_etal,2013,0,52.VanBael_etal.2013.0,ES,Cattle_Pasture,BirdsES,NeotropicBirdsES,1.TropMoBirdsES,ContinentBirdsES,1,1,97,109,-0.116636904,1,1,0.718,0.282,1.000,-1.267,28,3,Birds,Panama,Continent,Soberania_National_Park,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-79,9,30,1740,3,Mixed,3,P,BPC,Birds_Point_Counts,3,225,Yes,P,Presence,8,0.082474227,48,0.494845361,23,0.237113402,11,0.113402062,3,0.030927835,10,0.103092784,2,0.020618557,0,0
52,VanBael_etal,2013,6,52.VanBael_etal.2013.6,YSF,Natural_succession_Rastrojo,BirdsYSF,NeotropicBirdsYSF,1.TropMoBirdsYSF,ContinentBirdsYSF,1,1,143,109,0.271496748,1,1,0.484,0.516,1.000,-0.662,28,3,Birds,Panama,Continent,Soberania_National_Park,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-79,9,30,1740,3,Mixed,3,P,BPC,Birds_Point_Counts,3,225,Yes,P,Presence,36,0.251748252,81,0.566433566,33,0.230769231,12,0.083916084,4,0.027972028,10,0.06993007,3,0.020979021,0,0
52,VanBael_etal,2013,NA,52.VanBael_etal.2013.NA,OGF,Mature_forest,BirdsOGF,NeotropicBirdsOGF,1.TropMoBirdsOGF,ContinentBirdsOGF,1,1,109,109,0,1,1,0.000,1.000,1.000,0.000,28,3,Birds,Panama,Continent,Soberania_National_Park,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-79,9,30,1740,3,Mixed,5,U,BPC,Birds_Point_Counts,3,225,Yes,P,Presence,53,0.486238532,65,0.596330275,20,0.183486239,8,0.073394495,9,0.082568807,5,0.04587156,2,0.018348624,0,0
53,Almazan_etal,2015,20,53.Almazan_etal.2015.20,YSF,mean.ES_Early_Stage1.2.3,BirdsYSF,NeotropicBirdsYSF,2.TropDryBirdsYSF,ContinentBirdsYSF,3,3,17,21.3,-0.225493729,3,3,0.150,0.817,0.870,-0.063,30,3,Birds,Mexico,Continent,Organera_Xochipala,Neotropic,2.TropDry,Tropical_and_Subtropical_Dry_Broadleaf_Forest,-99,18,1100,684,2,Fragmented,4,SB,BPC,Birds_Point_Counts,9,31,Yes,MRA,Mean_Relative_Abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,Almazan_etal,2015,20,53.Almazan_etal.2015.20,YSF,mean.ES_Early_Stage1.2.3,BirdsYSF,NeotropicBirdsYSF,2.TropDryBirdsYSF,ContinentBirdsYSF,3,3,17,21.3,-0.225493729,3,3,0.179,0.817,0.870,-0.063,30,3,Birds,Mexico,Continent,Organera_Xochipala,Neotropic,2.TropDry,Tropical_and_Subtropical_Dry_Broadleaf_Forest,-99,18,1100,684,2,Fragmented,4,SB,BPC,Birds_Point_Counts,9,31,Yes,MRA,Mean_Relative_Abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,Almazan_etal,2015,20,53.Almazan_etal.2015.20,YSF,mean.ES_Early_Stage1.2.3,BirdsYSF,NeotropicBirdsYSF,2.TropDryBirdsYSF,ContinentBirdsYSF,3,3,17,21.3,-0.225493729,3,3,0.220,0.817,0.870,-0.063,30,3,Birds,Mexico,Continent,Organera_Xochipala,Neotropic,2.TropDry,Tropical_and_Subtropical_Dry_Broadleaf_Forest,-99,18,1100,684,2,Fragmented,4,SB,BPC,Birds_Point_Counts,9,31,Yes,MRA,Mean_Relative_Abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,Almazan_etal,2015,35,53.Almazan_etal.2015.35,MSF,mean.IS_Intermediate_Stage1.2.3,BirdsMSF,NeotropicBirdsMSF,2.TropDryBirdsMSF,ContinentBirdsMSF,3,3,21.67,21.3,0.017221743,3,3,0.136,0.836,0.870,-0.040,30,3,Birds,Mexico,Continent,Organera_Xochipala,Neotropic,2.TropDry,Tropical_and_Subtropical_Dry_Broadleaf_Forest,-99,18,1100,684,2,Fragmented,4,SB,BPC,Birds_Point_Counts,9,31,Yes,MRA,Mean_Relative_Abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,Almazan_etal,2015,35,53.Almazan_etal.2015.35,MSF,mean.IS_Intermediate_Stage1.2.3,BirdsMSF,NeotropicBirdsMSF,2.TropDryBirdsMSF,ContinentBirdsMSF,3,3,21.67,21.3,0.017221743,3,3,0.156,0.836,0.870,-0.040,30,3,Birds,Mexico,Continent,Organera_Xochipala,Neotropic,2.TropDry,Tropical_and_Subtropical_Dry_Broadleaf_Forest,-99,18,1100,684,2,Fragmented,4,SB,BPC,Birds_Point_Counts,9,31,Yes,MRA,Mean_Relative_Abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,Almazan_etal,2015,35,53.Almazan_etal.2015.35,MSF,mean.IS_Intermediate_Stage1.2.3,BirdsMSF,NeotropicBirdsMSF,2.TropDryBirdsMSF,ContinentBirdsMSF,3,3,21.67,21.3,0.017221743,3,3,0.200,0.836,0.870,-0.040,30,3,Birds,Mexico,Continent,Organera_Xochipala,Neotropic,2.TropDry,Tropical_and_Subtropical_Dry_Broadleaf_Forest,-99,18,1100,684,2,Fragmented,4,SB,BPC,Birds_Point_Counts,9,31,Yes,MRA,Mean_Relative_Abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,Almazan_etal,2015,50,53.Almazan_etal.2015.50,OGF,mean.MS_Mature_Stage1.2.3,BirdsOGF,NeotropicBirdsOGF,2.TropDryBirdsOGF,ContinentBirdsOGF,3,3,21.3,21.3,0,3,3,0.163,0.870,0.870,0.000,30,3,Birds,Mexico,Continent,Organera_Xochipala,Neotropic,2.TropDry,Tropical_and_Subtropical_Dry_Broadleaf_Forest,-99,18,1100,684,2,Fragmented,5,U,BPC,Birds_Point_Counts,9,31,Yes,MRA,Mean_Relative_Abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,Almazan_etal,2015,50,53.Almazan_etal.2015.50,OGF,mean.MS_Mature_Stage1.2.3,BirdsOGF,NeotropicBirdsOGF,2.TropDryBirdsOGF,ContinentBirdsOGF,3,3,21.3,21.3,0,3,3,0.227,0.870,0.870,0.000,30,3,Birds,Mexico,Continent,Organera_Xochipala,Neotropic,2.TropDry,Tropical_and_Subtropical_Dry_Broadleaf_Forest,-99,18,1100,684,2,Fragmented,5,U,BPC,Birds_Point_Counts,9,31,Yes,MRA,Mean_Relative_Abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,Almazan_etal,2015,50,53.Almazan_etal.2015.50,OGF,mean.MS_Mature_Stage1.2.3,BirdsOGF,NeotropicBirdsOGF,2.TropDryBirdsOGF,ContinentBirdsOGF,3,3,21.3,21.3,0,3,3,0.000,0.870,0.870,0.000,30,3,Birds,Mexico,Continent,Organera_Xochipala,Neotropic,2.TropDry,Tropical_and_Subtropical_Dry_Broadleaf_Forest,-99,18,1100,684,2,Fragmented,5,U,BPC,Birds_Point_Counts,9,31,Yes,MRA,Mean_Relative_Abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,Cajas_etal,2015,8,54.Cajas_etal.2015.8,YSF,Guamil1_Sitio_en_Regeneracion,BirdsYSF,NeotropicBirdsYSF,1.TropMoBirdsYSF,ContinentBirdsYSF,1,2,46,46,0,1,2,0.646,0.354,0.804,-0.820,31,3,Birds,Guatemala,Continent,Refugio_de_Vida_Silvestre_Bocas_del_Polochic,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-89,15,50,2000,2,Fragmented,4,SB,BMN,Birds_Mist_nets,3,106,Yes,A,Abundance,6,0.130434783,22,0.47826087,6,0.130434783,12,0.260869565,1,0.02173913,5,0.108695652,0,0,0,0
54,Cajas_etal,2015,NA,54.Cajas_etal.2015.NA,OGF,mean.Bosque1.2,BirdsOGF,NeotropicBirdsOGF,1.TropMoBirdsOGF,ContinentBirdsOGF,2,2,46,46,0,2,2,0.391,0.804,0.804,0.000,31,3,Birds,Guatemala,Continent,Refugio_de_Vida_Silvestre_Bocas_del_Polochic,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-89,15,50,2000,2,Fragmented,5,U,BMN,Birds_Mist_nets,3,106,Yes,A,Abundance,17,0.369565217,26,0.565217391,8,0.173913043,2,0.043478261,1,0.02173913,5,0.108695652,0,0,0,0
54,Cajas_etal,2015,NA,54.Cajas_etal.2015.NA,OGF,mean.Bosque1.2,BirdsOGF,NeotropicBirdsOGF,1.TropMoBirdsOGF,ContinentBirdsOGF,2,2,46,46,0,2,2,0.000,0.804,0.804,0.000,31,3,Birds,Guatemala,Continent,Refugio_de_Vida_Silvestre_Bocas_del_Polochic,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-89,15,50,2000,2,Fragmented,5,U,BMN,Birds_Mist_nets,3,106,Yes,A,Abundance,20,0.434782609,32,0.695652174,7,0.152173913,6,0.130434783,1,0.02173913,4,0.086956522,0,0,0,0
55,Da_Fonseca,1989,17,55.Da_Fonseca.1989.17,YSF,SM_SC_Fazenda_Esperanza,MammalsYSF,NeotropicMammalsYSF,1.TropMoMammalsYSF,ContinentMammalsYSF,1,3,9,7,0.251314428,1,3,0.222,0.778,0.778,0.000,1,4,Mammals,Brazil,Continent,Brazilian_Atlantic_Forest,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-42,-19,150,1478,2,Fragmented,3,P,MLT,Sherman_or_Tomahawk_Live_Traps,6,19,Yes,A,Abundance,4,0.444444444,4,0.444444444,1,0.111111111,2,0.222222222,1,0.111111111,0,0,0,0,1,0.111111111
55,Da_Fonseca,1989,19,55.Da_Fonseca.1989.19,YSF,LG_SC_Hotel_Rio_Doce_State_Park,MammalsYSF,NeotropicMammalsYSF,1.TropMoMammalsYSF,ContinentMammalsYSF,1,3,14,7,0.693147181,1,3,0.565,0.435,0.778,-0.582,1,4,Mammals,Brazil,Continent,Brazilian_Atlantic_Forest,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-42,-19,450,1478,2,Fragmented,3,P,MLT,Sherman_or_Tomahawk_Live_Traps,6,19,Yes,A,Abundance,8,0.571428571,7,0.5,2,0.142857143,3,0.214285714,0,0,0,0,0,0,2,0.142857143
55,Da_Fonseca,1989,20,55.Da_Fonseca.1989.20,YSF,MD_SC_Fazenda_Montes_Claros,MammalsYSF,NeotropicMammalsYSF,1.TropMoMammalsYSF,ContinentMammalsYSF,1,3,9,7,0.251314428,1,3,0.222,0.778,0.778,0.000,1,4,Mammals,Brazil,Continent,Brazilian_Atlantic_Forest,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-42,-19,370,1478,2,Fragmented,3,P,MLT,Sherman_or_Tomahawk_Live_Traps,6,19,Yes,A,Abundance,4,0.444444444,4,0.444444444,1,0.111111111,2,0.222222222,1,0.111111111,0,0,0,0,1,0.111111111
55,Da_Fonseca,1989,NA,55.Da_Fonseca.1989.NA,OGF,mean.SM_PR.LG_PR.MD_PR,MammalsOGF,NeotropicMammalsOGF,1.TropMoMammalsOGF,ContinentMammalsOGF,3,3,7,7,0,3,3,0.200,0.778,0.778,0.000,1,4,Mammals,Brazil,Continent,Brazilian_Atlantic_Forest,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-42,-19,150,1478,2,Fragmented,5,U,MLT,Sherman_or_Tomahawk_Live_Traps,6,19,Yes,A,Abundance,3,0.428571429,2,0.285714286,1,0.142857143,1,0.142857143,1,0.142857143,0,0,0,0,1,0.142857143
55,Da_Fonseca,1989,NA,55.Da_Fonseca.1989.NA,OGF,mean.SM_PR.LG_PR.MD_PR,MammalsOGF,NeotropicMammalsOGF,1.TropMoMammalsOGF,ContinentMammalsOGF,3,3,7,7,0,3,3,0.467,0.778,0.778,0.000,1,4,Mammals,Brazil,Continent,Brazilian_Atlantic_Forest,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-42,-19,370,1478,2,Fragmented,5,U,MLT,Sherman_or_Tomahawk_Live_Traps,6,19,Yes,A,Abundance,4,0.571428571,3,0.428571429,2,0.285714286,2,0.285714286,1,0.142857143,0,0,0,0,1,0.142857143
55,Da_Fonseca,1989,NA,55.Da_Fonseca.1989.NA,OGF,mean.SM_PR.LG_PR.MD_PR,MammalsOGF,NeotropicMammalsOGF,1.TropMoMammalsOGF,ContinentMammalsOGF,3,3,7,7,0,3,3,0.000,0.778,0.778,0.000,1,4,Mammals,Brazil,Continent,Brazilian_Atlantic_Forest,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-42,-19,450,1478,2,Fragmented,5,U,MLT,Sherman_or_Tomahawk_Live_Traps,6,19,Yes,A,Abundance,4,0.571428571,4,0.571428571,1,0.142857143,1,0.142857143,0,0,0,0,0,0,0,0
56,Wilkie_and_Finn,1990,17,56.Wilkie_and_Finn.1990.17,YSF,Regrowth_sites,MammalsYSF,AfrotropicMammalsYSF,1.TropMoMammalsYSF,ContinentMammalsYSF,1,1,15,17,-0.125163143,1,1,0.188,0.813,1.000,-0.208,2,4,Mammals,Democratic_Republic_of_Congo_formerly_Zaire,Continent,Ituri_Forest,Afrotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,28,0,850,1900,2,Fragmented,4,SB,MTC,Mammals_Transect_Census,2,19,Yes,MRA,Mean_Relative_Abundance,3,0.2,0,0,4,0.266666667,0,0,5,0.333333333,0,0,0,0,6,0.4
56,Wilkie_and_Finn,1990,100,56.Wilkie_and_Finn.1990.100,OGF,Mature_Climax_sites,MammalsOGF,AfrotropicMammalsOGF,1.TropMoMammalsOGF,ContinentMammalsOGF,1,1,17,17,0,1,1,0.000,1.000,1.000,0.000,2,4,Mammals,Democratic_Republic_of_Congo_formerly_Zaire,Continent,Ituri_Forest,Afrotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,28,0,850,1900,2,Fragmented,5,U,MTC,Mammals_Transect_Census,2,19,Yes,MRA,Mean_Relative_Abundance,4,0.235294118,1,0.058823529,4,0.235294118,0,0,5,0.294117647,0,0,0,0,7,0.411764706
57,Estrada_etal,1993,0,57.Estrada_etal.1993.0,ES,Pasture,MammalsES,NeotropicMammalsES,1.TropMoMammalsES,ContinentMammalsES,1,1,19,30,-0.456758402,1,1,0.347,0.653,1.000,-0.426,3,4,Mammals,Mexico,Continent,Los_Tuxtlas,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-95,18,1600,4964,2,Fragmented,3,P,LTVC,LiveTraps_and_Visual_Census,4,39,Yes,A,Abundance,7,0.368421053,6,0.315789474,1,0.052631579,3,0.157894737,0,0,0,0,1,0.052631579,8,0.421052632
57,Estrada_etal,1993,10,57.Estrada_etal.1993.10,YSF,Young_Secondary_growth5_15,MammalsYSF,NeotropicMammalsYSF,1.TropMoMammalsYSF,ContinentMammalsYSF,1,1,10,30,-1.098612289,1,1,0.600,0.400,1.000,-0.916,3,4,Mammals,Mexico,Continent,Los_Tuxtlas,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-95,18,1600,4964,2,Fragmented,3,P,LTVC,LiveTraps_and_Visual_Census,4,39,Yes,A,Abundance,3,0.3,4,0.4,1,0.1,1,0.1,0,0,0,0,1,0.1,3,0.3
57,Estrada_etal,1993,27,57.Estrada_etal.1993.27,MSF,Old_Secondary_growth20_35,MammalsMSF,NeotropicMammalsMSF,1.TropMoMammalsMSF,ContinentMammalsMSF,1,1,12,30,-0.916290732,1,1,0.476,0.524,1.000,-0.647,3,4,Mammals,Mexico,Continent,Los_Tuxtlas,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-95,18,1600,4964,2,Fragmented,3,P,LTVC,LiveTraps_and_Visual_Census,4,39,Yes,A,Abundance,4,0.333333333,5,0.416666667,2,0.166666667,1,0.083333333,0,0,0,0,1,0.083333333,3,0.25
57,Estrada_etal,1993,NA,57.Estrada_etal.1993.NA,OGF,Undisturbed,MammalsOGF,NeotropicMammalsOGF,1.TropMoMammalsOGF,ContinentMammalsOGF,1,1,30,30,0,1,1,0.000,1.000,1.000,0.000,3,4,Mammals,Mexico,Continent,Los_Tuxtlas,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-95,18,1600,4964,2,Fragmented,5,U,LTVC,LiveTraps_and_Visual_Census,4,39,Yes,A,Abundance,15,0.5,10,0.333333333,4,0.133333333,4,0.133333333,4,0.133333333,0,0,1,0.033333333,7,0.233333333
58,Fimbel,1994,20,58.Fimbel.1994.20,YSF,YF,MammalsYSF,AfrotropicMammalsYSF,1.TropMoMammalsYSF,ContinentMammalsYSF,1,1,11,9,0.200670695,1,1,0.100,0.900,1.000,-0.105,4,4,Mammals,Sierra_Leone,Continent,Tiway_Moa_River,Afrotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,11,7,117,2621,1,Continuous_Forest,1,CA,MTC,Mammals_Transect_Census,2,11,Yes,A,Abundance,5,0.454545455,0,0,5,0.454545455,1,0.090909091,0,0,0,0,0,0,4,0.363636364
58,Fimbel,1994,40,58.Fimbel.1994.40,OGF,OF,MammalsOGF,AfrotropicMammalsOGF,1.TropMoMammalsOGF,ContinentMammalsOGF,1,1,9,9,0,1,1,0.000,1.000,1.000,0.000,4,4,Mammals,Sierra_Leone,Continent,Tiway_Moa_River,Afrotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,11,7,117,2621,1,Continuous_Forest,1,U,MTC,Mammals_Transect_Census,2,11,Yes,A,Abundance,4,0.444444444,0,0,5,0.555555556,1,0.111111111,0,0,0,0,0,0,2,0.222222222
